county,district,date,open_stores7eleven,open_storesfamilymart,open_storeshilife,open_storesOK,open_storespxmart,open_storescarrefour,open_storesrtmart,open_storessimplemart,open_storescpc
新北市,三重區,2018-06-01,95.0,73.0,91.0,5.0,12.0,3.0,0.0,31.0,13.0
新北市,三重區,2018-07-01,95.0,73.0,91.0,5.0,12.0,3.0,0.0,31.0,13.0
新北市,三重區,2018-08-01,95.0,73.0,91.0,5.0,12.0,3.0,0.0,31.0,13.0
新北市,三重區,2018-09-01,96.0,73.0,91.0,5.0,12.0,3.0,0.0,31.0,13.0
新北市,三重區,2018-10-01,96.0,73.0,91.0,5.0,12.0,3.0,0.0,31.0,13.0
新北市,三重區,2018-11-01,96.0,73.0,91.0,5.0,12.0,3.0,0.0,31.0,13.0
新北市,三重區,2018-12-01,97.0,73.0,91.0,5.0,12.0,3.0,0.0,31.0,13.0
新北市,中和區,2018-01-01,113.0,114.0,33.0,14.0,14.0,2.0,1.0,31.0,14.0
新北市,中和區,2018-02-01,113.0,114.0,34.0,14.0,14.0,2.0,1.0,31.0,14.0
新北市,中和區,2018-03-01,113.0,114.0,34.0,14.0,14.0,2.0,1.0,31.0,14.0
新北市,中和區,2018-04-01,113.0,115.0,34.0,14.0,14.0,2.0,1.0,31.0,14.0
新北市,中和區,2018-05-01,113.0,115.0,34.0,14.0,14.0,2.0,1.0,31.0,14.0
新北市,中和區,2018-06-01,113.0,115.0,34.0,14.0,14.0,2.0,1.0,31.0,14.0
新北市,中和區,2018-07-01,114.0,115.0,34.0,14.0,14.0,2.0,1.0,31.0,14.0
新北市,中和區,2018-08-01,114.0,115.0,34.0,14.0,15.0,2.0,1.0,31.0,14.0
新北市,中和區,2018-09-01,114.0,116.0,34.0,14.0,15.0,2.0,1.0,31.0,14.0
