,新北市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,桃園市,,,,,,,,,,,,,臺中市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,臺北市,,,,,,,,,,,,臺南市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高雄市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,三峽區,三芝區,三重區,中和區,五股區,八里區,土城區,坪林區,平溪區,新店區,新莊區,板橋區,林口區,樹林區,永和區,汐止區,泰山區,淡水區,深坑區,烏來區,瑞芳區,石碇區,石門區,萬里區,蘆洲區,貢寮區,金山區,雙溪區,鶯歌區,中壢區,八德區,大園區,大溪區,平鎮區,復興區,新屋區,桃園區,楊梅區,蘆竹區,觀音區,龍潭區,龜山區,中區,北區,北屯區,南區,南屯區,后里區,和平區,外埔區,大安區,大甲區,大肚區,大里區,大雅區,太平區,新社區,東勢區,東區,梧棲區,沙鹿區,清水區,潭子區,烏日區,石岡區,神岡區,西區,西屯區,豐原區,霧峰區,龍井區,中山區,中正區,信義區,內湖區,北投區,南港區,士林區,大同區,大安區,文山區,松山區,萬華區,七股區,下營區,中西區,仁德區,佳里區,六甲區,北區,北門區,南化區,南區,善化區,大內區,學甲區,安南區,安定區,安平區,官田區,將軍區,山上區,左鎮區,後壁區,新化區,新市區,新營區,東區,東山區,柳營區,楠西區,歸仁區,永康區,玉井區,白河區,西港區,關廟區,鹽水區,麻豆區,龍崎區,三民區,仁武區,內門區,六龜區,前金區,前鎮區,大寮區,大樹區,大社區,小港區,岡山區,左營區,彌陀區,新興區,旗山區,旗津區,杉林區,林園區,桃源區,梓官區,楠梓區,橋頭區,永安區,湖內區,燕巢區,田寮區,甲仙區,美濃區,苓雅區,茂林區,茄萣區,路竹區,那瑪夏區,阿蓮區,鳥松區,鳳山區,鹽埕區,鼓山區
2019-01-01,613,110,2790,3226,608,197,1830,22,12,1813,3047,4798,710,1194,1741,1328,589,1165,105,27,109,34,35,63,1436,48,66,78,390,7261,3278,1937,1259,3805,73,509,9766,2480,2633,657,1664,3398,202,1959,2838,1235,1774,329,34,103,67,359,289,1821,645,1547,101,216,774,225,513,352,698,487,54,396,1547,2401,1228,412,454,1605,1655,1453,2027,1390,1781,1695,820,1651,1489,3013,1110,98,78,907,621,301,89,1513,41,31,1352,290,34,103,1441,836,1441,76,78,41,11,91,221,221,459,2505,61,66,29,720,2244,43,101,89,182,124,348,16,3981,923,34,37,596,2374,782,236,312,1334,862,2214,107,783,193,241,29,466,3,296,1684,305,104,161,160,19,20,163,1980,6,111,250,4,119,462,3571,267,1921
